text,annotation_84,annotation_85,annotation_86,annotation_87
Allow Salons to Operate with New Health Guidelines,pro-mitigation,unclear,anti-mitigation,anti-mitigation
Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,anti-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Remove the CalTPA as a requirement for teachers in current educational programs,unclear,unclear,pro-mitigation,unclear
Delay or start school in stages,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
COVID-19 : Non à la fermeture du Parc Oméga !,unclear,unclear,anti-mitigation,unclear
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),anti-mitigation,anti-mitigation,anti-mitigation,unclear
Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,unclear,unclear,unclear,unclear
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Financial Support for International Students in Australia facing hardships due to Covid-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Extend Free School Meals Into The Summer Holidays,unclear,unclear,unclear,unclear
Open House Ban During Covid-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Make the Government fund PPE for Pharmacies,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Ban - Free or Complimentary breakfast & happy hours Nationwide,pro-mitigation,unclear,pro-mitigation,unclear
Demand Science-Based School Reopening Criteria in AZ!,anti-mitigation,unclear,pro-mitigation,anti-mitigation
Save the Hazlitt,unclear,unclear,unclear,unclear
Colorado COVID-19 Housing Relief,unclear,pro-mitigation,pro-mitigation,pro-mitigation
SAVE DEL MAR HORSEPARK,unclear,anti-mitigation,unclear,unclear
Closing of school during lockdown,unclear,pro-mitigation,pro-mitigation,pro-mitigation
CLOSE Seattle University campus due to COVID-19 death and new cases,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Close Pace University NYC campus due to spread of COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",unclear,unclear,unclear,unclear
Keep Dr. Annie Bukacek on the Flathead City-County Health Board,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Save Knaresborough Arts and Crafts centre,unclear,unclear,unclear,unclear
Summer 2020 Graduations to be POSTPONED not CANCELLED,pro-mitigation,unclear,pro-mitigation,unclear
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",unclear,unclear,unclear,unclear
"Close all Australian schools, decrease the risk of COVID-19",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Eviction Moratorium South Africa,pro-mitigation,unclear,unclear,unclear
Canadians Demand Interest and Debt Relief from Banks During COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
�Act Now: Temp Las Vegas Rent Freeze,pro-mitigation,pro-mitigation,pro-mitigation,unclear
"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Stop MANDATORY  Covid Testing for Suffolk County Athletes,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
Covid-19: Urgent action plan for the Labour movement!,pro-mitigation,unclear,unclear,unclear
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,unclear,unclear,unclear,unclear
Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Make Colorado Public Schools Remote This Fall,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Allow Frontline Healthcare workers to keep their children.,anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Unmask Iowa's School Children,anti-mitigation,unclear,anti-mitigation,anti-mitigation
"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",unclear,unclear,unclear,unclear
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,unclear,unclear,pro-mitigation,unclear
Meralco: Bill Shock during the Covid Crisis,unclear,unclear,unclear,unclear
Stop the COVID-19 Madness!,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",unclear,unclear,unclear,unclear
Save Grandma from COVID,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Shut down Rosebank College,pro-mitigation,unclear,pro-mitigation,unclear
Save Schmidt,unclear,unclear,unclear,unclear
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"British people STILL showing support for Boris, despite the biased left media",unclear,unclear,unclear,unclear
COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",unclear,pro-mitigation,unclear,unclear
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Extend the validity of PLABs and the English language test by the GMC,unclear,pro-mitigation,unclear,unclear
Reduction on Vehicle Insurance rate during COVID 19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Fair treatment for easyJet staff,unclear,unclear,unclear,unclear
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,unclear,unclear,unclear,unclear
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,anti-mitigation,unclear,anti-mitigation,unclear
Make it easier for families to close the accounts of a loved one who dies,unclear,unclear,unclear,unclear
Maharashtra demands Resignation from Uddhav Thackeray,unclear,unclear,anti-mitigation,unclear
Keep Omaha Public Schools Online Until COVID-19 Controlled,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Death of NM Small Business,anti-mitigation,anti-mitigation,unclear,unclear
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,anti-mitigation,unclear,unclear,unclear
PROTECT OHIO’S FARMWORKERS FROM COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Close South Coast Plaza Mall - Stop Covid-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Pay rise for paramedics and nurses,unclear,unclear,pro-mitigation,unclear
Make COVID Data Transparent at NC State,unclear,pro-mitigation,pro-mitigation,unclear
Students concern related to fees submission amid this covid.,unclear,unclear,unclear,unclear
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",unclear,unclear,unclear,unclear
Announce holidays for teachers and non teaching staff to combat corona threat,anti-mitigation,unclear,pro-mitigation,pro-mitigation
"Hazard Pay for ""Essential"" workers",pro-mitigation,unclear,pro-mitigation,pro-mitigation
No school or ECE during Alert level 3.,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,unclear,unclear,pro-mitigation,pro-mitigation
Milwaukee should require masks in public places to protect residents,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Arizona Stay At Home Orders : COVID-19,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,unclear,unclear,unclear,unclear
Make Insurance Companies Grant Full Benefit Access During Covid,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Allow Cruise Ships to come to Alaska,anti-mitigation,anti-mitigation,anti-mitigation,unclear
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,pro-mitigation,unclear,unclear,unclear
Covid-19 protection for police officers,unclear,pro-mitigation,pro-mitigation,pro-mitigation
Longer exercise hours - level 4 covid restrictions,anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",pro-mitigation,unclear,pro-mitigation,pro-mitigation
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,unclear,unclear,unclear,unclear
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),pro-mitigation,unclear,pro-mitigation,unclear
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Divert military spending to global covid relief!,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Reinstate NCLEX Testing,unclear,unclear,unclear,unclear
Massive COVID-19 testing now!,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,unclear,unclear,unclear,unclear
Give Dolly Parton the Medal of Freedom,pro-mitigation,pro-mitigation,unclear,unclear
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Too Soon To Open Georgia!,anti-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Allow Reboot to open in San Francisco with COVID-19 safety precautions.,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Stop all air travel to Ireland from covid hotspots in the US,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Return high school sports to Ohio,anti-mitigation,anti-mitigation,unclear,anti-mitigation
Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Cancel school for at least two weeks to slow down the spread of COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Wearing face masks in public should be made mandatory by government to prevent COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Expansion of covid related subsidies to new businesses,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Hair Salons Are An Inevitable Business - Make Us Essential!,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Abortion must be accessible for women across the EU,unclear,unclear,unclear,unclear
Keep Schools Closed Through COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Stop mandatory COVID 19 testing for admission for pregnant women,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"""No detriment"" Policy for UCD",pro-mitigation,anti-mitigation,unclear,unclear
Stop World Travel and call it finally a pandemic!,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",unclear,pro-mitigation,pro-mitigation,pro-mitigation
#карантинвбеларусь,unclear,unclear,unclear,unclear
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,pro-mitigation,pro-mitigation,pro-mitigation,unclear
¡Urgente!,unclear,unclear,unclear,unclear
Fair rights for students during covid,pro-mitigation,anti-mitigation,pro-mitigation,unclear
Cancellation of Semester End Examination,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Davis Student Lease Cancellation and Rent Relief,pro-mitigation,unclear,pro-mitigation,unclear
Close Douglas County Schools due to COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Protect Mirrlee's fields from a potential building development of  200 houses.,unclear,unclear,unclear,unclear
UAL: Save Our Degree Show!,unclear,anti-mitigation,anti-mitigation,unclear
Call for Action: Defund the Winnipeg Police Service,unclear,unclear,unclear,unclear
Allow international students to remain in the U​.​S. to complete or continue their studies.,pro-mitigation,unclear,unclear,unclear
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,unclear,unclear,unclear,unclear
Protect UNM Graduate Students amid COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Release imprisoned journalists worldwide,anti-mitigation,unclear,unclear,unclear
Fight covid 19 san quentin,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Covid Death Relief Fund,unclear,pro-mitigation,unclear,pro-mitigation
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Canadian Nurses Deserve Hazard Pay For Pandemics,unclear,pro-mitigation,pro-mitigation,unclear
COVID-19 closing Casinos to contain virus,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
MAKE GYMS ESSENTIAL,anti-mitigation,unclear,unclear,anti-mitigation
CU Denver switching to Pass/Fail Grading in response to COVID 19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
All frontline NHS staff to receive testing for COVID 19 if symptomatic.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Petition for a Gradeless Semester,unclear,unclear,unclear,unclear
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",pro-mitigation,unclear,unclear,unclear
Pressure ICBC to Waive/Defer Monthly Insurance Premiums,unclear,pro-mitigation,pro-mitigation,unclear
#FreeDarik,unclear,unclear,unclear,unclear
Keep the Americans from making a movie about how well they handled Covid - 19,unclear,anti-mitigation,pro-mitigation,unclear
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,unclear,pro-mitigation,pro-mitigation,unclear
Covid-19 Airbnb Hosts Economic Hardship,unclear,unclear,unclear,unclear
Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Save covid-19 old infected patients across the world,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,pro-mitigation,unclear,pro-mitigation,unclear
ALDI USA: make COVID-19 raises permanent!,anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,anti-mitigation,unclear,anti-mitigation,anti-mitigation
Muhyiddin Please Resign / Muhyddin Letak Jawatan,unclear,unclear,anti-mitigation,unclear
COVID-19 ERADICATION in Australia,unclear,pro-mitigation,pro-mitigation,unclear
NHS COVID Medal,unclear,pro-mitigation,pro-mitigation,unclear
COVID related travel restrictions in Canada,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,unclear,unclear,unclear,unclear
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,unclear,unclear,unclear,unclear
Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
2020-2021 Basketball Season,unclear,unclear,unclear,unclear
Shut Down Leeds Arts University for COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",pro-mitigation,unclear,pro-mitigation,unclear
Freeze rent payments,pro-mitigation,pro-mitigation,pro-mitigation,unclear
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",pro-mitigation,unclear,unclear,pro-mitigation
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",pro-mitigation,pro-mitigation,unclear,pro-mitigation
Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,pro-mitigation,pro-mitigation,unclear,unclear
"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,unclear,pro-mitigation,pro-mitigation,unclear
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Change the theme of Splash Mountain ride in Disney Parks,unclear,unclear,unclear,unclear
Petition to ask Philippines Senator Koko Pimentel to resign.,unclear,unclear,pro-mitigation,unclear
Save California Seniors from a Death Sentence,pro-mitigation,unclear,unclear,unclear
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,pro-mitigation,pro-mitigation,unclear,unclear
COVID,unclear,unclear,unclear,unclear
Stop EMI Payments During Crisis,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",pro-mitigation,pro-mitigation,pro-mitigation,unclear
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,pro-mitigation,anti-mitigation,pro-mitigation,unclear
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Lower USask Tuition Rates for 2020/21,pro-mitigation,pro-mitigation,unclear,unclear
Uso de mascarillas obligatorio en España para COVID-19,unclear,pro-mitigation,pro-mitigation,unclear
"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",unclear,unclear,unclear,unclear
A green recovery from COVID-19 in Northern Ireland,unclear,unclear,unclear,unclear
Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,unclear,unclear,unclear,unclear
Less Schoolwork during COVID-19 Quarantine,unclear,pro-mitigation,pro-mitigation,unclear
"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",unclear,pro-mitigation,pro-mitigation,pro-mitigation
Tax free earnings for all healthcare workers during Covid-19 crisis,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Cover COVID-19 treatment in #Aarogyasri Scheme,pro-mitigation,pro-mitigation,pro-mitigation,unclear
The New School: Aid Students with a Partial Tuition and Housing Refund,unclear,pro-mitigation,pro-mitigation,pro-mitigation
NO to the COVID-19 Public Health Response Bill,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,pro-mitigation,unclear,pro-mitigation,unclear
Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,unclear,unclear,pro-mitigation,unclear
Lasershows statt Feuerwerke! #böllerfrei,unclear,unclear,unclear,unclear
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Hospital visits to be permitted to critical patients who need their loved ones around them,anti-mitigation,pro-mitigation,pro-mitigation,unclear
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
COVID 19 Beauty Industry Economical Impact - Canada,pro-mitigation,unclear,unclear,unclear
Release Non-Violent Offenders in Prison Camps due to COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
"Central University of Lucknow is conducting exams from 16th , risking the health of studen",anti-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
Allow dog walking during SA lockdown,unclear,unclear,anti-mitigation,anti-mitigation
Let Wisconsin Golf,anti-mitigation,anti-mitigation,unclear,unclear
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,unclear,unclear,unclear,unclear
"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",pro-mitigation,unclear,pro-mitigation,pro-mitigation
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,pro-mitigation,unclear,pro-mitigation,unclear
Make Selling dogs illegal unless you are a licensed and accredited breeder,unclear,unclear,unclear,unclear
Please make masks mandatory in Georgia,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Protect our children!!! Demand Covid release,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Postpone 10th and 12th boards exam due to rise in Covid19 cases.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Covid-19 Economic Relief for Property Owners,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Rehabilitation of those affected severely by Amphan,unclear,unclear,unclear,unclear
Open up Outdoor Dining,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
